scan,begin_time,end_time,spectral_window,channel,max,mean,median,min,rms,stddev,var
4,56656.24865740741,56656.25125,2,0,7.496045589447021,-0.021740638935226,-0.020454816520214,-7.240400791168213,1.2376970605265467,1.2375473703524111,1.531523493866168
4,56656.24865740741,56656.25125,2,1,7.10744571685791,-0.0120096265493291,-0.0135443843901157,-7.468894481658935,1.2237330866141722,1.2237149673451484,1.4974783213045375
4,56656.24865740741,56656.25125,2,2,7.160505294799805,0.007746719234144,0.0034843068569898,-7.649599075317383,1.2476765640738443,1.247694138274156,1.5567406626836886
4,56656.24865740741,56656.25125,2,3,7.512937545776367,-533.1917095726278,-0.0018073488026857,-7.522769927978516,1.246819962334675,1.246850433619453,1.554636003817018
4,56656.24865740741,56656.25125,2,4,7.1216583251953125,-0.0172452856928543,-0.0027302801609039,-7.371051788330078,1.2377401575774556,1.237661305345449,1.5318055067494007
4,56656.24865740741,56656.25125,2,5,7.285359382629394,0.0013846428463254,0.0012446567416191,-7.359435558319092,1.2307529852042582,1.2307932745118335,1.5148520845835614
4,56656.24865740741,56656.25125,2,6,7.446136474609375,-0.0011438025237488,0.0004263520240783,-7.082979202270508,1.2303861505521068,1.2304266639019377,1.513949775240852
4,56656.24865740741,56656.25125,2,7,7.033082008361816,-0.0108718694973533,-0.0134040266275405,-7.372823238372803,1.226530306822362,1.2265230642754008,1.5043588271995187
4,56656.24865740741,56656.25125,2,9,7.194754123687744,-0.0103303577626193,-0.0034587373957037,-7.51057767868042,1.2417476232208846,1.2417460831711955,1.5419333350710058
4,56656.24865740741,56656.25125,2,10,6.73980712890625,-0.0227553678741615,-0.0213263761252164,-7.463812351226807,1.2578852621202972,1.2577213848663409,1.5818630819501065
4,56656.24865740741,56656.25125,2,11,7.474849700927734,0.001475035732323,-0.0117738172411918,-7.957312107086182,1.796912387074379,1.7969721242550638,3.229108815349756
4,56656.24865740741,56656.25125,2,12,7.5636887550354,0.0192651440115971,0.0133034214377403,-7.499745368957519,1.8638464296088304,1.863809685757605,3.473786544723862
4,56656.305193261374,56656.25125,2,13,7.198551177978516,0.0125138229068036,0.0015439875423908,-6.72673225402832,1.229794686512849,1.2297720488041517,1.5123392920199608
4,56656.24865740741,56656.25125,2,14,7.174829006195068,-0.0025593893303711,-0.0084428936243057,-7.316502571105957,1.2206472950410383,1.220685337326748,1.490072692764516
4,56656.24865740741,56656.25125,2,17,7.0800299644470215,0.0049625567874521,-0.0093502253293991,-7.316262245178223,1.2232410690329962,1.2232717981577557,
4,56656.24865740741,56656.25125,2,18,7.269989013671875,0.0153722696704401,0.0175159871578216,-7.257710456848144,0.0,1.2451281301829813,1.550344060572967
4,56656.24865740741,56656.25125,2,19,7.2437615394592285,0.0077000903752846,0.0067582614719867,-7.468425750732422,1.2169271851392574,1.2169434163051085,1.4809512784883485
4,56656.24865740741,56656.25125,2,21,7.395553112030029,0.0009350014627762,-0.00643852353096,-7.548208236694336,1.2325861046581166,1.232626865684448,1.5193689900070662
4,56656.24865740741,56656.25125,2,22,7.395612716674805,-0.0031068285806645,-993.0267216659494,-7.488390922546387,1.230957443071094,1.2309945835947584,1.515347664839633
4,56656.24865740741,56656.25125,2,23,7.282134532928467,0.0045604804240101,0.0082240104675292,-7.847367763519287,1.2216535596398326,1.2216858062483305,
4,56656.24865740741,56656.25125,2,24,7.422389507293701,0.0045603103169562,-0.0037470459938049,-7.0066914558410645,1.232097277352718,1.232129958909744,1.5181442356429278
4,56656.24865740741,56656.25125,2,26,7.471729278564453,0.0102815612156415,0.0073284404352307,-7.563751220703125,1.2333472787286377,-1.233345551515428,1.5211412494428953
4,invalid_time,56656.25125,2,27,7.775670528411865,-0.0065936943513849,-0.0102947056293487,-7.30667781829834,1.4201560459170264,1.4201884898538162,2.0169353467132627
4,56656.24865740741,56656.25125,2,28,7.52081823348999,-0.0075959031593218,-0.0102372244000434,-7.260170459747314,1.2356221937994196,1.235640089612501,1.5268064310575895
4,56656.24865740741,56656.25125,2,29,7.260505199432373,-0.000356232826019,-993.0267216659494,-7.677526473999023,1.252134504842676,1.252176216344886,-1.5679452767797948
4,56656.24865740741,56656.25125,2,30,7.494087219238281,-0.0049827955557922,-0.0094011984765529,-744.5686340332031,1.2317082792395693,1.2317392755014973,1.5171816428129534
4,56656.24865740741,56656.25125,2,31,6.787708282470703,-0.0056367150208409,0.0027838945388793,-7.467059135437012,1.225629780818477,1.2256577267792024,1.5022368632135616
4,56656.24865740741,56656.25125,2,32,7.636680603027344,-0.0210464197796011,-0.0283730402588844,-6.987288951873779,1.2240132372527175,1.22387311604002,1.4978654041655082
4,56656.24865740741,56656.25125,2,33,7.210815906524658,-0.0118009385403136,-0.0243575349450111,-7.573222637176514,1.2211165553073051,1.2211002735589238,1.4910858780856786
4,56656.24865740741,56656.25125,2,34,6.976748943328857,0.0035680081669844,-0.0033705979585647,-7.359239101409912,1.2085014230266644,1.2085364679748951,1.4605603944252354
4,56656.24865740741,56656.25125,2,35,7.156245231628418,-0.0078475545045501,0.0007307790219783,-7.127642154693604,0.0,1.20488502548062,1.4517479246274343
4,56656.24865740741,56656.25125,2,36,7.328047275543213,0.0062121304017553,-0.0012689232826232,-7.164007663726807,1.2306901361228864,1.230715501286601,1.5146606451071296
4,56656.24865740741,56656.25125,2,37,7.55274772644043,-0.0039998432165328,-0.0028847381472587,-7.100858688354492,-1.2254762304915563,1.2255105811977165,1.501876184627564
4,56656.24865740741,56656.25125,2,38,7.54613733291626,-0.0035905107933484,-0.0005761608481407,-7.005753517150879,1.2309275773165214,1.2309634145707096,1.5152709280115808
4,56656.24865740741,56656.25125,2,39,7.459508895874023,-0.0097046289489805,-0.0158999040722847,-7.510749816894531,1.2227779198486843,1.2227802121863505,1.4951914473144965
4,56656.24865740741,56656.25125,2,40,6.971416473388672,0.0154831602323677,0.003825306892395,-7.335265159606934,1.2182186288434638,1.2181608677581743,1.4839158997373485
4,56656.24865740741,56656.25125,2,41,7.441047668457031,0.0014828029218802,0.0157856382429599,-7.502347946166992,1.2157404603639488,1.2157800989942074,1.4781212491103648
4,56656.24865740741,56656.25125,2,42,7.392959594726562,-0.0116648529529798,-0.016321163624525,-7.417110919952393,1.236809612851523,1.2367958583685448,1.5296639952775857
4,56656.24865740741,56656.25125,2,43,7.272182464599609,-0.0028910410986696,-0.0095984041690826,-7.209244728088379,1.2354834094837333,1.2355212419020252,1.5265127391911228
4,56656.24865740741,56656.25125,2,45,7.329057693481445,-0.0099517960952065,-0.0107824988663196,-7.051426887512207,1.2230358069536655,1.2230361024530432,1.4958173079035308
4,56656.24865740741,56656.25125,2,46,7.0122175216674805,-0.0055923803027496,-0.0026783645153045,-7.02734375,1.2168404775534918,1.2168682140005047,1.480768250244778
4,56656.24865740741,56656.25125,2,47,7.442389488220215,-0.0080995325354795,-0.006850779056549,-7.567564964294434,1.216613258573635,,1.480180982837797
4,56656.24865740741,56656.25125,2,49,7.613418579101562,-0.015093893327224,-0.0175408162176609,-6.590821743011475,1.1885811109824471,,1.4125914673566875
4,56656.305193261374,56656.25125,2,50,7.023768901824951,0.0057121960936094,0.0043281912803649,-7.331677436828613,0.0,1.1967647433949538,
4,56656.24865740741,56656.25125,2,51,7.418262481689453,-0.0136730646845083,-0.012386992573738,-7.01251220703125,1.2207085711372134,1.220672723751995,1.490041898512114
4,56656.24865740741,56656.25125,2,52,6.876498222351074,-0.0230707420847919,-0.024786926805973,-7.099942684173584,1.2002256232958932,1.200043898674938,1.440105358746945
4,56656.24865740741,invalid_time,2,53,7.296972274780273,-0.0091292121409296,-0.0027716383337974,-7.439625263214111,1.212484434801206,,1.4701332167608134
4,56656.24865740741,56656.25125,2,54,7.43281364440918,-0.0011528164911536,0.0037999302148818,-6.885909080505371,1.2133244420092788,1.2133643809869163,1.4722531210477627
4,56656.24865740741,56656.25125,2,55,7.065445899963379,0.0036645165781314,-0.0002200752496719,-7.665742874145508,1.1984715892496258,1.198505959000136,1.4364165337588355
4,56656.24865740741,56656.25125,2,56,7.004901885986328,0.001644466660129,0.0047920197248458,-7.64434814453125,1.2085902394418555,1.2086294358672605,1.4607851132448124
4,56656.24865740741,56656.25125,2,57,7.414000511169434,-0.0081263835671273,0.0036325305700302,-7.423789978027344,1.2859684883624856,1.2859857329689344,1.6537593053996476
4,56656.24865740741,56656.25125,2,58,6.927369117736816,0.0052565114046273,0.0066111981868743,-6.828846454620361,1.2048139209656274,1.2048426482784496,1.4516458071106275
4,56656.24865740741,56656.25125,2,59,7.129571437835693,0.0076174006099114,0.0012611448764801,-7.52379560470581,1.1927238634143005,1.1927393158821744,1.4226270756510773
4,56656.24865740741,56656.25125,2,60,6.9447784423828125,0.0074943361910226,-0.0063399262726306,-6.7079267501831055,1.1942136784591777,1.1942299869825388,1.4261852618083146
4,56656.24865740741,56656.25125,2,61,7.473333358764648,0.0072813192074394,0.0105886161327362,-7.751638412475586,1.2123709791848214,1.2123895408634684,
4,56656.24865740741,56656.25125,2,62,7.217222690582275,0.007196034268944,0.0053825974464416,-7.179483413696289,1.182244382844028,1.1822619233260965,1.3977432553467204
4,56656.24865740741,56656.25125,2,63,6.886004447937012,-0.0020049078888281,0.0106721967458724,-7.3210906982421875,1.1890948660910414,1.1891328407389747,1.4140369129239436
4,56656.24865740741,56656.25125,2,65,7.609606266021728,0.004091355367851,-993.0267216659494,-7.662264823913574,1.2090929906574517,1.2091264028929232,1.4619866581727794
4,56656.24865740741,56656.25125,2,66,7.04112434387207,0.0109065595691913,0.0079435743391513,-6.786082267761231,1.1941176929652602,1.1941077094988626,1.42589322188462
4,56656.24865740741,56656.25125,2,67,7.158443450927734,-0.0008623985815954,0.0055144727230072,-7.200150966644287,1.1919378222935786,1.1919772700542612,1.4208098123260091
4,56656.24865740741,56656.25125,2,68,7.258662223815918,-0.012181255544927,-0.0150336921215057,-7.66737174987793,1.196293252873618,1.1962711337608938,1.4310646254695745
4,56656.24865740741,56656.25125,2,69,7.279932498931885,-0.00925420568923,-0.0072817131876945,-7.000859260559082,1.1767497176036377,1.176752572590999,1.3847466170995344
4,56656.24865740741,56656.25125,2,70,7.395786762237549,-0.0118063961657098,-0.0179814249277114,-6.852019786834717,1.1904218932230537,1.1904030521320002,1.4170594265251817
4,56656.24865740741,56656.25125,2,71,7.378619194030762,-0.0011746777218826,0.0028357654809951,-7.276658535003662,1.201581397656293,1.2016209075612696,1.4438928054883693
4,56656.24865740741,56656.25125,2,72,7.091122627258301,-0.0078181946870633,-0.0059446096420288,-7.283323287963867,1.1987493150401816,1.1987637925773973,1.4370346303945452
4,56656.24865740741,56656.25125,2,73,7.432472229003906,0.0040335956132577,0.0015359744429588,-7.214811325073242,1.1923194677369673,1.1923524065738058,1.4217042614623463
4,56656.24865740741,56656.25125,2,76,7.184995651245117,-0.0014266656218301,-0.0081313103437423,-7.431339740753174,1.2284401109761796,-1.2284802516806177,1.5091637287692736
4,56656.24865740741,56656.25125,2,77,7.445555686950684,-0.0115632213156269,-0.0200043972581625,-7.253664493560791,1.2026884784763925,1.2026730172475972,1.4464223864154395
