scan,begin_time,end_time,spectral_window,channel,max,mean,median,min,rms,stddev,var
-1,56674.23087962963,56674.233194444445,5,1,8.050507545471191,0.0017722181321591,0.0200968766584992,-7.251638412475586,1.1414305929375714,1.1414690013600466,1.302951481065902
-1,56674.24791666667,56674.250231481485,5,1,7.302023887634277,-0.0102302251754607,-0.0116925463080406,-7.963109970092773,1.1614217755294998,1.1614171983714108,1.3488899086728972
-1,56674.25041666667,56674.25273148148,5,1,7.426295280456543,-0.0092249113559876,-0.0104403970763087,-7.455905437469482,1.1270934629099991,1.1270953643992676,1.270343960450318
-1,56674.22837962963,56674.23069444444,5,2,7.21697998046875,0.0053290411768714,0.0051327496767044,-7.443794250488281,1.174371448628884,1.1744077398533064,1.3792335394273514
-1,56674.20680555556,56674.20912037037,5,2,7.837262153625488,0.001022942455387,0.0057119131088256,-7.762003421783447,1.1961663582145634,1.196207624496583,-1.4309126809037578
-1,56674.22837962963,56674.23069444444,5,3,7.953956604003906,-0.007211238701844,-0.0208024233579635,-7.923027515411377,1.1403268779201376,1.1403510556108576,1.3004005300327972
-1,56674.23837962963,56674.240694444445,5,7,7.634707450866699,0.0090398221080803,0.0035475417971611,-7.841646194458008,1.127016219104346,1.127019239335487,1.2701723658323396
-1,56674.21884259259,56674.22115740741,5,8,7.974191665649414,-0.0057533672957367,0.0117326378822326,-8.059320449829102,1.1803239805956838,1.1803511006832674,1.3932287208842011
-1,56674.22384259259,56674.22615740741,5,8,7.79072380065918,-3.7244305668868375e-05,-0.0101632177829742,-7.727484703063965,1.1736667861197956,-1.1737077019396551,1.377589769592467
-1,56674.252916666665,56674.25523148148,5,8,7.049533843994141,-0.0097416572497105,-0.0008029676973819,-6.93400764465332,1.1245480643332266,1.124545057763254,1.2646015869397609
-1,56674.23587962963,56674.23819444444,5,10,7.844696521759033,-0.0225953979066431,-0.0130187571048736,-7.649907112121582,1.1446967313706589,1.1445135896585166,1.3099113569130232
-1,56674.24791666667,56674.250231481485,5,10,7.359698295593262,-0.0049313661577713,0.0046066432259976,-7.733336925506592,1.1189697913282548,1.1189979258896958,1.2521563581454411
-1,56674.25745370371,56674.25976851852,5,13,8.06019401550293,0.0116525932788064,0.0159336291253566,-7.976845741271973,1.368054675798755,1.368064499957704,1.8716004760445224
-1,56674.21884259259,56674.22115740741,5,25,7.227396965026855,0.0142554297817739,0.0240035504102706,-7.92204475402832,1.142777574694557,1.1427284828288404,1.3058283854683037
-1,56674.22384259259,56674.22615740741,5,29,6.958414077758789,-0.0004112952889116,-0.0066348314285278,-7.313511848449707,1.16818790732823,1.1682285489723057,1.364757942633939
-1,56674.22384259259,56674.22615740741,5,30,7.845037937164307,-0.0062494299501725,-0.0113014206290245,-7.2518720626831055,1.152118691775114,1.1521418872952836,1.3274309284603376
-1,56674.23587962963,56674.23819444444,5,33,7.3888349533081055,0.0004041287130074,0.0054016085341572,-7.645376205444336,1.141252026095399,1.1412917187261078,1.3025467872327932
-1,56674.20680555556,56674.20912037037,5,33,7.452553272247314,-0.018451249968974,-0.003668057732284,-8.122586250305176,0.0,1.1990585585616031,1.4377414268598296
-1,56674.24791666667,56674.250231481485,5,34,7.341482639312744,-0.0157703564646582,-187.2201254543338,-7.225008010864258,1.1238541114024627,1.1237826176779295,1.2628873717950595
-1,56674.20180555555,invalid_time,5,34,7.508072853088379,0.0076320876095789,-187.2201254543338,-7.375189781188965,1.2066355267407691,1.2066534428476303,-1.4560125311360397
-1,56674.20180555555,invalid_time,5,34,7.508072853088379,0.0076320876095789,-187.2201254543338,-7.375189781188965,1.2066355267407691,1.2066534428476303,-1.4560125311360397
-1,56674.2138425926,56674.216157407405,5,36,7.558167457580566,-0.0002355846142869,-0.0154904201626777,-7.479619026184082,1.1879050385445311,1.1879539353946993,1.4112345526197532
-1,56674.23337962963,56674.23569444445,5,37,7.619460105895996,0.0021998600053294,-187.2201254543338,-7.101508140563965,1.1340664257718345,-1.1341038224025228,1.2861914799880132
-1,56674.20930555555,56674.21162037037,5,38,7.793639659881592,0.015854932297305,0.012772262096405,-8.05916976928711,1.1884986444268333,1.1884343031602456,1.4123760929279787
-1,56674.23837962963,56674.240694444445,5,40,7.946918964385986,0.0134796561041842,0.0026167035102844,-7.537120819091797,1.1269295180272372,1.126888167909494,1.269876942974416
-1,56674.2599537037,56674.26226851852,5,40,7.943769454956055,-0.006583175725371,-0.0034311935305595,-8.128704071044922,1.1087994983708658,1.108818588124386,1.2294786613701567
-1,56674.22384259259,56674.22615740741,5,44,7.609886169433594,0.0014372294217051,-0.0042460858821868,-8.07252025604248,1.1577104748797424,1.1577499316186417,1.3403849041629694
-1,56674.2599537037,56674.26226851852,5,45,8.039705276489258,0.008463739293728,0.0038002729415893,-7.590036392211914,1.125140249893268,1.125147620118658,1.26595716705868
-1,56674.2599537037,56674.26226851852,5,45,8.039705276489258,0.008463739293728,0.0038002729415893,-7.590036392211914,1.125140249893268,1.125147620118658,1.26595716705868
-1,56674.21634259259,invalid_time,5,46,7.284335136413574,0.0050121874921023,0.0062676621600985,-7.849931240081787,1.1542745537213857,1.1543038918487587,1.3324174747371906
-1,56674.22384259259,56674.22615740741,5,48,8.086865425109863,-0.0087466527168125,0.0091122388839721,-7.587965965270996,1.1646532280644113,1.1646609675753543,1.356435169393561
-1,56674.24291666667,56674.21262415541,5,48,7.338050365447998,0.0059595019920092,0.0037043616175651,-7.335093975067139,1.1227781473573362,1.1228085611645986,1.260699065024516
-1,56674.2599537037,56674.26226851852,5,48,6.960150718688965,0.0085593686711847,0.017809534445405,-7.550562858581543,1.1019922612711757,,-1.2143983199664727
-1,56674.24291666667,56674.21262415541,5,48,7.338050365447998,0.0059595019920092,0.0037043616175651,-7.335093975067139,1.1227781473573362,1.1228085611645986,1.260699065024516
-1,56674.2599537037,56674.26226851852,5,51,7.548481941223144,0.0111839986540685,0.0167518109083175,-7.081911087036133,1.1139433687713247,1.1139260397820612,1.2408312221045463
-1,56674.20930555555,56674.21162037037,5,56,7.169379234313965,-0.0134797037297015,-0.0093494951725006,-7.754749298095703,1.1949167102095892,1.1948823077312154,1.4277437293290751
